,full_name,id,contained_within,country,country_code,geo,name,place_type
01fbe706f872cb32,"Washington, DC",01fbe706f872cb32,[],,,"{'type': 'Feature', 'bbox': [-77.119401, 38.801826, -76.909396, 38.9953797], 'properties': {}}",,city
7f061ded71fdc974,"Montgomery, AL",7f061ded71fdc974,[],,,"{'type': 'Feature', 'bbox': [-86.418059, 32.2845933, -86.071398, 32.443697], 'properties': {}}",,city
077e6b03695c28ee,"Falls Church, VA",077e6b03695c28ee,[],,,"{'type': 'Feature', 'bbox': [-77.19419, 38.8722664, -77.149803, 38.8962963], 'properties': {}}",,city
44d207663001f00b,"Mesa, AZ",44d207663001f00b,[],,,"{'type': 'Feature', 'bbox': [-111.894548, 33.306275, -111.5805834, 33.505234], 'properties': {}}",,city
04cb31bae3b3af93,"Miami, FL",04cb31bae3b3af93,[],,,"{'type': 'Feature', 'bbox': [-80.321683, 25.7090404, -80.144974, 25.855667], 'properties': {}}",,city
9ea56e2dd549b99e,"Port Charlotte, FL",9ea56e2dd549b99e,[],,,"{'type': 'Feature', 'bbox': [-82.174795, 26.953081, -82.057555, 27.032115], 'properties': {}}",,city
01693a337224bad0,"Winfield, IL",01693a337224bad0,[],,,"{'type': 'Feature', 'bbox': [-88.2038872, 41.8273068, -88.1244242, 41.901705], 'properties': {}}",,city
c2630fdbc658652c,"Lake Morton-Berrydale, WA",c2630fdbc658652c,[],,,"{'type': 'Feature', 'bbox': [-122.177075, 47.297597, -122.0443081, 47.363783], 'properties': {}}",,city
0fc342e0b995e000,Lighthouse Cafe and Stuff,0fc342e0b995e000,[],,,"{'type': 'Feature', 'bbox': [-80.8978810620419, 34.17907039264563, -80.8978810620419, 34.17907039264563], 'properties': {}}",,poi
a612c69b44b2e5da,"Arizona, USA",a612c69b44b2e5da,[],,,"{'type': 'Feature', 'bbox': [-114.818269, 31.3322463, -109.0451527, 37.004261], 'properties': {}}",,admin
59612bd882018c51,"Santa Monica, CA",59612bd882018c51,[],,,"{'type': 'Feature', 'bbox': [-118.5173575, 33.9951771, -118.443482, 34.050199], 'properties': {}}",,city
e4f5e6a715f4c8cd,"Westfield, IN",e4f5e6a715f4c8cd,[],,,"{'type': 'Feature', 'bbox': [-86.183588, 39.999226, -86.089631, 40.072257], 'properties': {}}",,city
90eed94925e42147,"Salem, MA",90eed94925e42147,[],,,"{'type': 'Feature', 'bbox': [-70.950694, 42.48393, -70.864351, 42.546174], 'properties': {}}",,city
6a0a3474d8c5113c,"El Paso, TX",6a0a3474d8c5113c,[],,,"{'type': 'Feature', 'bbox': [-106.634874, 31.6206683, -106.199987, 31.966068], 'properties': {}}",,city
8eccead85cc1b6c0,"Folsom, CA",8eccead85cc1b6c0,[],,,"{'type': 'Feature', 'bbox': [-121.260264, 38.621443, -121.085432, 38.7143308], 'properties': {}}",,city
d3a7f19316bddcf6,"Clovis, CA",d3a7f19316bddcf6,[],,,"{'type': 'Feature', 'bbox': [-119.732263, 36.782957, -119.540115, 36.878641], 'properties': {}}",,city
64aae9a83cec5e89,"Erlanger, KY",64aae9a83cec5e89,[],,,"{'type': 'Feature', 'bbox': [-84.6219331, 38.97331, -84.532596, 39.062061], 'properties': {}}",,city
9f2cf908e8d73cd6,"Whitefish Bay, WI",9f2cf908e8d73cd6,[],,,"{'type': 'Feature', 'bbox': [-87.913628, 43.098682, -87.876343, 43.134926], 'properties': {}}",,city
014459087dde32e5,"East Lyme, CT",014459087dde32e5,[],,,"{'type': 'Feature', 'bbox': [-72.33355, 41.277886, -72.182279, 41.429298], 'properties': {}}",,city
07d9c925f7481000,Los Angeles Convention Center,07d9c925f7481000,[],,,"{'type': 'Feature', 'bbox': [-118.27020406723022, 34.040889448752345, -118.27020406723022, 34.040889448752345], 'properties': {}}",,poi
746cc5651750e057,"South San Francisco, CA",746cc5651750e057,[],,,"{'type': 'Feature', 'bbox': [-122.471871, 37.6345111, -122.374366, 37.683086], 'properties': {}}",,city
01597161672b6499,"Methuen Town, MA",01597161672b6499,[],,,"{'type': 'Feature', 'bbox': [-71.2559376, 42.6704, -71.115547, 42.794273], 'properties': {}}",,city
1661ada9b2b18024,"Wichita, KS",1661ada9b2b18024,[],,,"{'type': 'Feature', 'bbox': [-97.5349059, 37.562483, -97.152924, 37.80531], 'properties': {}}",,city
00c001194c5e8764,"Macomb, MI",00c001194c5e8764,[],,,"{'type': 'Feature', 'bbox': [-82.976654, 42.6278013, -82.855781, 42.716853], 'properties': {}}",,city
07d9e5a418087000,JW Marriott Gold Ballroom,07d9e5a418087000,[],,,"{'type': 'Feature', 'bbox': [-118.26839587740405, 34.04548119532389, -118.26839587740405, 34.04548119532389], 'properties': {}}",,poi
0bfb394e0e54d000,InterContinental Los Angeles Downtown,0bfb394e0e54d000,[],,,"{'type': 'Feature', 'bbox': [-118.2602996, 34.0501365, -118.2602996, 34.0501365], 'properties': {}}",,poi
45cadd6ef118ec9f,"Sunnyvale, CA",45cadd6ef118ec9f,[],,,"{'type': 'Feature', 'bbox': [-122.065206, 37.3300682, -121.982475, 37.4267257], 'properties': {}}",,city
6ffcf3b0b904bbcb,"Kentucky, USA",6ffcf3b0b904bbcb,[],,,"{'type': 'Feature', 'bbox': [-89.57151, 36.497129, -81.964971, 39.147359], 'properties': {}}",,admin
7ca9cc3e813b1534,"Park Ridge, IL",7ca9cc3e813b1534,[],,,"{'type': 'Feature', 'bbox': [-87.870332, 41.984433, -87.816262, 42.047178], 'properties': {}}",,city
67d92742f1ebf307,"Michigan, USA",67d92742f1ebf307,[],,,"{'type': 'Feature', 'bbox': [-90.4181075, 41.696088, -82.122971, 48.306272], 'properties': {}}",,admin
1c73ebb264e145ee,"Louisiana, USA",1c73ebb264e145ee,[],,,"{'type': 'Feature', 'bbox': [-94.043628, 28.855128, -88.758389, 33.019544], 'properties': {}}",,admin
4b25aded08900fd8,"Reno, NV",4b25aded08900fd8,[],,,"{'type': 'Feature', 'bbox': [-119.953849, 39.350749, -119.700515, 39.674123], 'properties': {}}",,city
7cfaf4a257bca60a,"Manteca, CA",7cfaf4a257bca60a,[],,,"{'type': 'Feature', 'bbox': [-121.300453, 37.7683759, -121.175722, 37.8645309], 'properties': {}}",,city
f1d134c7fd204d74,"Manchester, CT",f1d134c7fd204d74,[],,,"{'type': 'Feature', 'bbox': [-72.583489, 41.733619, -72.465121, 41.820226], 'properties': {}}",,city
01a0aa02181f66f1,"Piscataway, NJ",01a0aa02181f66f1,[],,,"{'type': 'Feature', 'bbox': [-74.524236, 40.506013, -74.40873, 40.597526], 'properties': {}}",,city
d2ddff69682ae534,"Montana, USA",d2ddff69682ae534,[],,,"{'type': 'Feature', 'bbox': [-116.050004, 44.35821, -104.039563, 49.00139], 'properties': {}}",,admin
ed0a823456907b4c,"Stanford, CA",ed0a823456907b4c,[],,,"{'type': 'Feature', 'bbox': [-122.191291, 37.406339, -122.149162, 37.443731], 'properties': {}}",,city
97467526c304c5db,"San Clemente, CA",97467526c304c5db,[],,,"{'type': 'Feature', 'bbox': [-117.666227, 33.386645, -117.571015, 33.490825], 'properties': {}}",,city
c9ef999877b4813e,"Vineyard Haven, MA",c9ef999877b4813e,[],,,"{'type': 'Feature', 'bbox': [-70.62084, 41.4245617, -70.586828, 41.470139], 'properties': {}}",,city
5a9de3ff3fdd849d,"Santa Rosa, CA",5a9de3ff3fdd849d,[],,,"{'type': 'Feature', 'bbox': [-122.779239, 38.396779, -122.572978, 38.507656], 'properties': {}}",,city
13f1b1eadfb47f9b,"Brookline, MA",13f1b1eadfb47f9b,[],,,"{'type': 'Feature', 'bbox': [-71.178586, 42.29466, -71.105725, 42.351818], 'properties': {}}",,city
303f3a49548d2c53,"Neptune Beach, FL",303f3a49548d2c53,[],,,"{'type': 'Feature', 'bbox': [-81.4385144, 30.3071064, -81.392075, 30.3246556], 'properties': {}}",,city
813a485b26b8dae2,"Albuquerque, NM",813a485b26b8dae2,[],,,"{'type': 'Feature', 'bbox': [-106.7916912, 35.0158912, -106.473745, 35.218114], 'properties': {}}",,city
07d9c95a34881002,Barnstable High School,07d9c95a34881002,[],,,"{'type': 'Feature', 'bbox': [-70.32120398086653, 41.654347947089946, -70.32120398086653, 41.654347947089946], 'properties': {}}",,poi
002099ae551de35c,"Somerset, NJ",002099ae551de35c,[],,,"{'type': 'Feature', 'bbox': [-74.531631, 40.4858069, -74.466896, 40.536611], 'properties': {}}",,city
6ba08e404aed471f,"Riverside, CA",6ba08e404aed471f,[],,,"{'type': 'Feature', 'bbox': [-117.523867, 33.85216, -117.271365, 34.019484], 'properties': {}}",,city
6e1e36836f2a74a9,"Port Angeles, WA",6e1e36836f2a74a9,[],,,"{'type': 'Feature', 'bbox': [-123.52563, 48.083505, -123.331735, 48.142238], 'properties': {}}",,city
9531d4e3bbafc09d,"Oklahoma City, OK",9531d4e3bbafc09d,[],,,"{'type': 'Feature', 'bbox': [-97.768683, 35.290722, -97.335639, 35.674965], 'properties': {}}",,city
a307591cd0413588,"Buffalo, NY",a307591cd0413588,[],,,"{'type': 'Feature', 'bbox': [-78.912276, 42.826008, -78.79485, 42.966451], 'properties': {}}",,city
6057f1e35bcc6c20,"South Carolina, USA",6057f1e35bcc6c20,[],,,"{'type': 'Feature', 'bbox': [-83.353955, 32.04683, -78.499301, 35.215449], 'properties': {}}",,admin
79b7e1743d576e19,"McCandless, PA",79b7e1743d576e19,[],,,"{'type': 'Feature', 'bbox': [-80.067777, 40.551872, -79.988308, 40.615881], 'properties': {}}",,city
00caf39d503a84e9,"Salisbury, MD",00caf39d503a84e9,[],,,"{'type': 'Feature', 'bbox': [-75.71412, 38.28923, -75.487032, 38.431613], 'properties': {}}",,city
07d9c94f34c84000,Health Sciences Learning Center,07d9c94f34c84000,[],,,"{'type': 'Feature', 'bbox': [-89.43005955082951, 43.077788138342484, -89.43005955082951, 43.077788138342484], 'properties': {}}",,poi
f98b35edd666d93c,"Goodlettsville, TN",f98b35edd666d93c,[],,,"{'type': 'Feature', 'bbox': [-86.741486, 36.284657, -86.670534, 36.382168], 'properties': {}}",,city
5e4b6834e36e68fa,"Corona, CA",5e4b6834e36e68fa,[],,,"{'type': 'Feature', 'bbox': [-117.672915, 33.802102, -117.498401, 33.916084], 'properties': {}}",,city
0a647303a8d68001,Grand Ballroom Hilton Doubletree,0a647303a8d68001,[],,,"{'type': 'Feature', 'bbox': [-91.66765, 41.979572, -91.66765, 41.979572], 'properties': {}}",,poi
f7eb2fa2fea288b1,"Lakewood, CO",f7eb2fa2fea288b1,[],,,"{'type': 'Feature', 'bbox': [-105.193475, 39.60973, -105.053164, 39.761974], 'properties': {}}",,city
005d61b22f3d85eb,"Mount Laurel, NJ",005d61b22f3d85eb,[],,,"{'type': 'Feature', 'bbox': [-74.9442258, 39.916215, -74.848485, 40.0003261], 'properties': {}}",,city
960993b9cfdffda9,"Bakersfield, CA",960993b9cfdffda9,[],,,"{'type': 'Feature', 'bbox': [-119.172179, 35.255821, -118.878147, 35.4379816], 'properties': {}}",,city
f9eb1e0194f99f8b,"Chesterfield, MO",f9eb1e0194f99f8b,[],,,"{'type': 'Feature', 'bbox': [-90.674747, 38.610603, -90.48775, 38.692771], 'properties': {}}",,city
a4d5a00cbd823818,"Greenwood Village, CO",a4d5a00cbd823818,[],,,"{'type': 'Feature', 'bbox': [-104.981057, 39.587505, -104.866586, 39.6530593], 'properties': {}}",,city
944c03c1d85ef480,"Fresno, CA",944c03c1d85ef480,[],,,"{'type': 'Feature', 'bbox': [-119.93251, 36.648905, -119.632419, 36.923179], 'properties': {}}",,city
f515486276aa6192,"Las Cruces, NM",f515486276aa6192,[],,,"{'type': 'Feature', 'bbox': [-106.8434266, 32.2383612, -106.63145, 32.446238], 'properties': {}}",,city
0e2242eb8691df96,"Henderson, NV",0e2242eb8691df96,[],,,"{'type': 'Feature', 'bbox': [-115.1581427, 35.917793, -114.918531, 36.094719], 'properties': {}}",,city
ce1765e3abafe93e,"Springfield, IL",ce1765e3abafe93e,[],,,"{'type': 'Feature', 'bbox': [-89.7731855, 39.673272, -89.546193, 39.87542], 'properties': {}}",,city
ac88a4f17a51c7fc,"Portland, OR",ac88a4f17a51c7fc,[],,,"{'type': 'Feature', 'bbox': [-122.7900653, 45.421863, -122.471751, 45.6509405], 'properties': {}}",,city
665409336d2b20a0,"Provo, UT",665409336d2b20a0,[],,,"{'type': 'Feature', 'bbox': [-111.740949, 40.18565, -111.602629, 40.311641], 'properties': {}}",,city
6e315e1f96e0450a,"Arlington, TX",6e315e1f96e0450a,[],,,"{'type': 'Feature', 'bbox': [-97.233811, 32.586565, -97.037464, 32.817135], 'properties': {}}",,city
3df0e3eb1e91170b,"Columbus, OH",3df0e3eb1e91170b,[],,,"{'type': 'Feature', 'bbox': [-83.200169, 39.832013, -82.7713751, 40.157354], 'properties': {}}",,city
92d35b3ae0c97732,"La Crosse, WI",92d35b3ae0c97732,[],,,"{'type': 'Feature', 'bbox': [-91.274654, 43.725479, -91.143588, 43.885808], 'properties': {}}",,city
07d9f7f7f4086001,The University of Kansas Clinical Research Center,07d9f7f7f4086001,[],,,"{'type': 'Feature', 'bbox': [-94.63737490116213, 39.0283419783022, -94.63737490116213, 39.0283419783022], 'properties': {}}",,poi
7b62343e287fb7c0,"Orange, CT",7b62343e287fb7c0,[],,,"{'type': 'Feature', 'bbox': [-73.085611, 41.245045, -72.979996, 41.31407], 'properties': {}}",,city
243f8ec5e6ee45b3,"Pewaukee, WI",243f8ec5e6ee45b3,[],,,"{'type': 'Feature', 'bbox': [-88.3043916, 43.026755, -88.185513, 43.1052532], 'properties': {}}",,city
011a173e6abede2d,"Loughman, FL",011a173e6abede2d,[],,,"{'type': 'Feature', 'bbox': [-81.5906046, 28.233452, -81.551152, 28.2596823], 'properties': {}}",,city
46bc2560c2c5e961,"West Los Angeles, Los Angeles",46bc2560c2c5e961,[],,,"{'type': 'Feature', 'bbox': [-118.401696, 34.031601, -118.3572465, 34.062964], 'properties': {}}",,neighborhood
648f332371670aae,"Green Bay, WI",648f332371670aae,[],,,"{'type': 'Feature', 'bbox': [-88.139804, 44.47174, -87.876593, 44.574607], 'properties': {}}",,city
07d9c94428482001,Bexar County Justice Center,07d9c94428482001,[],,,"{'type': 'Feature', 'bbox': [-98.49460563023821, 29.42323786718967, -98.49460563023821, 29.42323786718967], 'properties': {}}",,poi
9f23cc99c0ba48db,"Melville, NY",9f23cc99c0ba48db,[],,,"{'type': 'Feature', 'bbox': [-73.448769, 40.751317, -73.368128, 40.815432], 'properties': {}}",,city
6ce71712d41e1929,"Woodstock, IL",6ce71712d41e1929,[],,,"{'type': 'Feature', 'bbox': [-88.491765, 42.270987, -88.392355, 42.350431], 'properties': {}}",,city
ac9b9070f6d17a9a,"Nebraska, USA",ac9b9070f6d17a9a,[],,,"{'type': 'Feature', 'bbox': [-104.053515, 39.9997506, -95.30829, 43.001708], 'properties': {}}",,admin
c8b06a459cc8f78a,"SeaTac, WA",c8b06a459cc8f78a,[],,,"{'type': 'Feature', 'bbox': [-122.326102, 47.396426, -122.2668746, 47.4887404], 'properties': {}}",,city
18810aa5b43e76c7,"Dallas, TX",18810aa5b43e76c7,[],,,"{'type': 'Feature', 'bbox': [-96.977527, 32.620678, -96.54598, 33.019039], 'properties': {}}",,city
bd3d2074a33fbd06,"Oklahoma, USA",bd3d2074a33fbd06,[],,,"{'type': 'Feature', 'bbox': [-103.0026515, 33.615765, -94.431332, 37.002328], 'properties': {}}",,admin
ee4c9750e0c1f461,"Eagle, ID",ee4c9750e0c1f461,[],,,"{'type': 'Feature', 'bbox': [-116.416254, 43.662859, -116.306385, 43.720834], 'properties': {}}",,city
9a974dfc8efb32a0,"Kansas City, MO",9a974dfc8efb32a0,[],,,"{'type': 'Feature', 'bbox': [-94.733122, 38.868002, -94.3854414, 39.332095], 'properties': {}}",,city
07d9ec862b085002,St. Louis College of Pharmacy,07d9ec862b085002,[],,,"{'type': 'Feature', 'bbox': [-90.2613051017385, 38.63712385836406, -90.2613051017385, 38.63712385836406], 'properties': {}}",,poi
6a4364ea6f987c10,"Los Altos, CA",6a4364ea6f987c10,[],,,"{'type': 'Feature', 'bbox': [-122.129474, 37.329932, -122.060782, 37.406473], 'properties': {}}",,city
2dd9882dad5ba631,"University City, MO",2dd9882dad5ba631,[],,,"{'type': 'Feature', 'bbox': [-90.366578, 38.645912, -90.297186, 38.683509], 'properties': {}}",,city
018929347840059e,"Indianapolis, IN",018929347840059e,[],,,"{'type': 'Feature', 'bbox': [-86.348441, 39.631677, -85.937404, 39.927448], 'properties': {}}",,city
835f1b2948575c51,"Topeka, KS",835f1b2948575c51,[],,,"{'type': 'Feature', 'bbox': [-95.809606, 38.971524, -95.571859, 39.103634], 'properties': {}}",,city
001dfcdd3eb26fdb,"Darien, IL",001dfcdd3eb26fdb,[],,,"{'type': 'Feature', 'bbox': [-88.0306107, 41.685721, -87.9405867, 41.768777], 'properties': {}}",,city
69d9a5e713c9cba5,"Riverdale Park, MD",69d9a5e713c9cba5,[],,,"{'type': 'Feature', 'bbox': [-76.94298, 38.949706, -76.90199, 38.9755647], 'properties': {}}",,city
27485069891a7938,"New York, NY",27485069891a7938,[],,,"{'type': 'Feature', 'bbox': [-74.255641, 40.495865, -73.699793, 40.91533], 'properties': {}}",,admin
f54a2170ff4b15f7,"Illinois, USA",f54a2170ff4b15f7,[],,,"{'type': 'Feature', 'bbox': [-91.51308, 36.970298, -87.019935, 42.508303], 'properties': {}}",,admin
0118e7934cac5a2d,"Kailua, HI",0118e7934cac5a2d,[],,,"{'type': 'Feature', 'bbox': [-156.0089208, 19.615529, -155.961578, 19.7136298], 'properties': {}}",,city
015a1efa44b8123a,"Oakton, VA",015a1efa44b8123a,[],,,"{'type': 'Feature', 'bbox': [-77.395515, 38.863569, -77.253414, 38.930322], 'properties': {}}",,city
00c11996469e8af5,"Bordentown, NJ",00c11996469e8af5,[],,,"{'type': 'Feature', 'bbox': [-74.719622, 40.113799, -74.67425, 40.183634], 'properties': {}}",,city
3499e4b1d67ce535,"Wilmington, OH",3499e4b1d67ce535,[],,,"{'type': 'Feature', 'bbox': [-83.8623647, 39.4079847, -83.776472, 39.463321], 'properties': {}}",,city
6ef29a7e78ca38a5,"Milpitas, CA",6ef29a7e78ca38a5,[],,,"{'type': 'Feature', 'bbox': [-121.931305, 37.39609, -121.861025, 37.466856], 'properties': {}}",,city
0006c18b448ad428,"Fairmont, WV",0006c18b448ad428,[],,,"{'type': 'Feature', 'bbox': [-80.188998, 39.449914, -80.104137, 39.5063946], 'properties': {}}",,city
61c225139f635563,"Hartford, CT",61c225139f635563,[],,,"{'type': 'Feature', 'bbox': [-72.718386, 41.723759, -72.643547, 41.807475], 'properties': {}}",,city
27c45d804c777999,"Kansas, USA",27c45d804c777999,[],,,"{'type': 'Feature', 'bbox': [-102.051769, 36.9931101, -94.588081, 40.003282], 'properties': {}}",,admin
10de09f288b1665c,"Pasadena, CA",10de09f288b1665c,[],,,"{'type': 'Feature', 'bbox': [-118.198346, 34.117025, -118.065582, 34.237595], 'properties': {}}",,city
c833fbabba6fe48e,"Princeton, NJ",c833fbabba6fe48e,[],,,"{'type': 'Feature', 'bbox': [-74.710297, 40.3249504, -74.6197593, 40.3743499], 'properties': {}}",,city
078d435993ff02ed,"Shorewood Hills, WI",078d435993ff02ed,[],,,"{'type': 'Feature', 'bbox': [-89.46357, 43.073239, -89.428762, 43.0872941], 'properties': {}}",,city
e16e19bddd5f24b1,"Brushy Creek, TX",e16e19bddd5f24b1,[],,,"{'type': 'Feature', 'bbox': [-97.769017, 30.478998, -97.7038629, 30.539164], 'properties': {}}",,city
300bcc6e23a88361,"Seattle, WA",300bcc6e23a88361,[],,,"{'type': 'Feature', 'bbox': [-122.436232, 47.4953154, -122.2249728, 47.734319], 'properties': {}}",,city
e06ed4324b139bf2,"Cedar Rapids, IA",e06ed4324b139bf2,[],,,"{'type': 'Feature', 'bbox': [-91.7745785, 41.886245, -91.59113, 42.0668109], 'properties': {}}",,city
0fbf6b3abebf121b,"Lauderhill, FL",0fbf6b3abebf121b,[],,,"{'type': 'Feature', 'bbox': [-80.2682341, 26.1358315, -80.192482, 26.1938974], 'properties': {}}",,city
095534ad3107e0e6,"Louisville, KY",095534ad3107e0e6,[],,,"{'type': 'Feature', 'bbox': [-85.847503, 38.108678, -85.597188, 38.282432], 'properties': {}}",,city
0a7d881e35171002,Luskin Conference Center,0a7d881e35171002,[],,,"{'type': 'Feature', 'bbox': [-118.446127, 34.069235, -118.446127, 34.069235], 'properties': {}}",,poi
7c6e7f07a0fc0835,"South Burlington, VT",7c6e7f07a0fc0835,[],,,"{'type': 'Feature', 'bbox': [-73.233379, 44.408479, -73.1349014, 44.5010263], 'properties': {}}",,city
45a45eb8e30e7b14,"Little Rock, AR",45a45eb8e30e7b14,[],,,"{'type': 'Feature', 'bbox': [-92.5215951, 34.6259499, -92.1630491, 34.8178224], 'properties': {}}",,city
de599025180e2ee7,"Ohio, USA",de599025180e2ee7,[],,,"{'type': 'Feature', 'bbox': [-84.8203089, 38.403186, -80.518626, 42.327133], 'properties': {}}",,admin
2a93711775303f90,"Milwaukee, WI",2a93711775303f90,[],,,"{'type': 'Feature', 'bbox': [-88.070827, 42.920822, -87.863758, 43.1926225], 'properties': {}}",,city
322ed6e7cc8ff243,"San Rafael, CA",322ed6e7cc8ff243,[],,,"{'type': 'Feature', 'bbox': [-122.592422, 37.9426184, -122.449033, 38.030467], 'properties': {}}",,city
298bb08a9d7e64d4,"Commack, NY",298bb08a9d7e64d4,[],,,"{'type': 'Feature', 'bbox': [-73.321097, 40.803631, -73.238846, 40.880333], 'properties': {}}",,city
32bb9ace0723336d,"Crestview, FL",32bb9ace0723336d,[],,,"{'type': 'Feature', 'bbox': [-86.6350211, 30.6957571, -86.5345167, 30.805126], 'properties': {}}",,city
8193d87541f11dfb,"Cambridge, MA",8193d87541f11dfb,[],,,"{'type': 'Feature', 'bbox': [-71.160356, 42.352429, -71.064398, 42.4039663], 'properties': {}}",,city
3b98b02fba3f9753,"North Carolina, USA",3b98b02fba3f9753,[],,,"{'type': 'Feature', 'bbox': [-84.3219475, 33.752879, -75.40012, 36.588118], 'properties': {}}",,admin
f6ebc676e5cde864,"Santa Barbara, CA",f6ebc676e5cde864,[],,,"{'type': 'Feature', 'bbox': [-119.763341, 34.395525, -119.639931, 34.464245], 'properties': {}}",,city
c9f2dd04c9ba49c0,"Great Neck, NY",c9f2dd04c9ba49c0,[],,,"{'type': 'Feature', 'bbox': [-73.75756, 40.793334, -73.710409, 40.812799], 'properties': {}}",,city
6416fd85ecf9cf8b,"Palm Valley, FL",6416fd85ecf9cf8b,[],,,"{'type': 'Feature', 'bbox': [-81.429238, 30.133473, -81.36028, 30.252933], 'properties': {}}",,city
5af91023ed39df89,"Millcreek, UT",5af91023ed39df89,[],,,"{'type': 'Feature', 'bbox': [-111.921221, 40.664889, -111.839259, 40.7121472], 'properties': {}}",,city
35e409cdfaf2527a,"Webster, TX",35e409cdfaf2527a,[],,,"{'type': 'Feature', 'bbox': [-95.164345, 29.497368, -95.08994, 29.555012], 'properties': {}}",,city
012c2b170b251774,"Princeton North, NJ",012c2b170b251774,[],,,"{'type': 'Feature', 'bbox': [-74.697861, 40.352614, -74.620837, 40.393136], 'properties': {}}",,city
c47c0bc571bf5427,"Honolulu, HI",c47c0bc571bf5427,[],,,"{'type': 'Feature', 'bbox': [-157.950476, 21.254837, -157.648702, 21.38505], 'properties': {}}",,city
174309ec90de94d0,"Monrovia, CA",174309ec90de94d0,[],,,"{'type': 'Feature', 'bbox': [-118.023461, 34.099706, -117.9753567, 34.178637], 'properties': {}}",,city
6d91b7c06b86638b,"Lee's Summit, MO",6d91b7c06b86638b,[],,,"{'type': 'Feature', 'bbox': [-94.45916, 38.805502, -94.297303, 39.026684], 'properties': {}}",,city
010a69e27f641e09,"Clarksburg, MD",010a69e27f641e09,[],,,"{'type': 'Feature', 'bbox': [-77.288802, 39.2108978, -77.234993, 39.251181], 'properties': {}}",,city
cb74aaf709812e0f,"Tulsa, OK",cb74aaf709812e0f,[],,,"{'type': 'Feature', 'bbox': [-96.0656278, 35.968624, -95.761656, 36.250159], 'properties': {}}",,city
96683cc9126741d1,United States,96683cc9126741d1,[],,,"{'type': 'Feature', 'bbox': [-179.231086, 13.182335, 179.859685, 71.434357], 'properties': {}}",,country
31cb4c01e22bc01d,"Pikesville, MD",31cb4c01e22bc01d,[],,,"{'type': 'Feature', 'bbox': [-76.755731, 39.354406, -76.653005, 39.417073], 'properties': {}}",,city
ab597741c20efb2e,"Englewood, FL",ab597741c20efb2e,[],,,"{'type': 'Feature', 'bbox': [-82.402365, 26.921463, -82.298438, 27.0047936], 'properties': {}}",,city
3877d6c867447819,"Fort Wayne, IN",3877d6c867447819,[],,,"{'type': 'Feature', 'bbox': [-85.336872, 40.95926, -85.003231, 41.214574], 'properties': {}}",,city
987731fa5d6db2ba,"Lafayette, CA",987731fa5d6db2ba,[],,,"{'type': 'Feature', 'bbox': [-122.167768, 37.8500364, -122.077905, 37.9394452], 'properties': {}}",,city
3c9e627dd6b55d9e,"Santa Cruz, CA",3c9e627dd6b55d9e,[],,,"{'type': 'Feature', 'bbox': [-122.076144, 36.948098, -121.986229, 37.010652], 'properties': {}}",,city
512a8a4a4c4b4be0,"Charlotte, NC",512a8a4a4c4b4be0,[],,,"{'type': 'Feature', 'bbox': [-81.046876, 35.001706, -80.646695, 35.416412], 'properties': {}}",,city
9b381228ebd9a499,"Chico, CA",9b381228ebd9a499,[],,,"{'type': 'Feature', 'bbox': [-121.919174, 39.676071, -121.748286, 39.818003], 'properties': {}}",,city
b786b65876243328,"Mocksville, NC",b786b65876243328,[],,,"{'type': 'Feature', 'bbox': [-80.5836197, 35.8681951, -80.5133638, 35.923037], 'properties': {}}",,city
49af5b43d4963f4c,"Monterey, CA",49af5b43d4963f4c,[],,,"{'type': 'Feature', 'bbox': [-121.9270923, 36.5737723, -121.830974, 36.618826], 'properties': {}}",,city
5d9b9e66087e022c,"Portland, TN",5d9b9e66087e022c,[],,,"{'type': 'Feature', 'bbox': [-86.588603, 36.516375, -86.450411, 36.633572], 'properties': {}}",,city
07d9db099cc87000,Minnesota Public Radio - American Public Media,07d9db099cc87000,[],,,"{'type': 'Feature', 'bbox': [-93.09587307879899, 44.949349239978616, -93.09587307879899, 44.949349239978616], 'properties': {}}",,poi
70b15cd26c69f608,"Palm Beach Gardens, FL",70b15cd26c69f608,[],,,"{'type': 'Feature', 'bbox': [-80.177251, 26.7854133, -80.065807, 26.8962], 'properties': {}}",,city
b49b3053b5c25bf5,"Denver, CO",b49b3053b5c25bf5,[],,,"{'type': 'Feature', 'bbox': [-105.109815, 39.614151, -104.734372, 39.812975], 'properties': {}}",,city
01cace72701072d0,"Jefferson City, MO",01cace72701072d0,[],,,"{'type': 'Feature', 'bbox': [-92.312792, 38.484463, -92.042823, 38.620738], 'properties': {}}",,city
8e9665cec9370f0f,"Minneapolis, MN",8e9665cec9370f0f,[],,,"{'type': 'Feature', 'bbox': [-93.329515, 44.889964, -93.194578, 45.051257], 'properties': {}}",,city
e2eb5f0e0fbdb6a7,"Crawfordsville, IN",e2eb5f0e0fbdb6a7,[],,,"{'type': 'Feature', 'bbox': [-86.97071, 40.013075, -86.852546, 40.082025], 'properties': {}}",,city
8173485c72e78ca5,"Atlanta, GA",8173485c72e78ca5,[],,,"{'type': 'Feature', 'bbox': [-84.576827, 33.6475029, -84.289385, 33.8868859], 'properties': {}}",,city
3ad0f706b3fa62a8,"Palo Alto, CA",3ad0f706b3fa62a8,[],,,"{'type': 'Feature', 'bbox': [-122.190523, 37.362824, -122.097537, 37.465918], 'properties': {}}",,city
