,full_name,id,contained_within,country,country_code,geo,name,place_type
d1cd39353c51904d,"Boca Raton, FL",d1cd39353c51904d,[],,,"{'type': 'Feature', 'bbox': [-80.2039913, 26.320692, -80.065981, 26.427259], 'properties': {}}",,city
35189a8fcb82b788,"Jonesboro, AR",35189a8fcb82b788,[],,,"{'type': 'Feature', 'bbox': [-90.782468, 35.763136, -90.611214, 35.894116], 'properties': {}}",,city
6f36fc2e52870eee,"Newport News, VA",6f36fc2e52870eee,[],,,"{'type': 'Feature', 'bbox': [-76.62797, 36.960216, -76.387647, 37.220386], 'properties': {}}",,city
788d40e08cf34358,"Anchorage, KY",788d40e08cf34358,[],,,"{'type': 'Feature', 'bbox': [-85.563842, 38.248987, -85.499936, 38.297542], 'properties': {}}",,city
41f575b7eebcd4b7,"Utica, NY",41f575b7eebcd4b7,[],,,"{'type': 'Feature', 'bbox': [-75.295291, 43.050251, -75.158681, 43.189108], 'properties': {}}",,city
0beb437130b67da9,"Lee, MA",0beb437130b67da9,[],,,"{'type': 'Feature', 'bbox': [-73.289209, 42.272359, -73.203703, 42.332776], 'properties': {}}",,city
a84b808ce3f11719,"Omaha, NE",a84b808ce3f11719,[],,,"{'type': 'Feature', 'bbox': [-96.234587, 41.175884, -95.872275, 41.375558], 'properties': {}}",,city
807efdfb21bfb93f,"Winnemucca, NV",807efdfb21bfb93f,[],,,"{'type': 'Feature', 'bbox': [-117.809335, 40.907926, -117.6997673, 40.993246], 'properties': {}}",,city
397b264da04dcb2d,"Fernley, NV",397b264da04dcb2d,[],,,"{'type': 'Feature', 'bbox': [-119.284524, 39.571978, -119.135682, 39.629264], 'properties': {}}",,city
7dc5c6d3bfb10ccc,"Wisconsin, USA",7dc5c6d3bfb10ccc,[],,,"{'type': 'Feature', 'bbox': [-92.889433, 42.491921, -86.24955, 47.309715], 'properties': {}}",,admin
f995a9bd45d4a867,"Memphis, TN",f995a9bd45d4a867,[],,,"{'type': 'Feature', 'bbox': [-90.135782, 34.994192, -89.708276, 35.2728491], 'properties': {}}",,city
dbd7fea9eedaecd0,"Claremont, CA",dbd7fea9eedaecd0,[],,,"{'type': 'Feature', 'bbox': [-117.7508068, 34.0794765, -117.6815385, 34.1585563], 'properties': {}}",,city
e898916fab5ef970,"Druid Hills, GA",e898916fab5ef970,[],,,"{'type': 'Feature', 'bbox': [-84.3488546, 33.764565, -84.30578, 33.805572], 'properties': {}}",,city
07d9ecf974086001,NM State Capitol Building,07d9ecf974086001,[],,,"{'type': 'Feature', 'bbox': [-105.93922736880694, 35.682329785772694, -105.93922736880694, 35.682329785772694], 'properties': {}}",,poi
2d83c71ce16cd187,"West Virginia, USA",2d83c71ce16cd187,[],,,"{'type': 'Feature', 'bbox': [-82.644739, 37.201483, -77.7189303, 40.638802], 'properties': {}}",,admin
dd443cdeaaf05242,"West University Place, TX",dd443cdeaaf05242,[],,,"{'type': 'Feature', 'bbox': [-95.4473, 29.705996, -95.41829, 29.7255264], 'properties': {}}",,city
013e2fa93b1bd0be,"Savage, MD",013e2fa93b1bd0be,[],,,"{'type': 'Feature', 'bbox': [-76.852175, 39.120076, -76.776884, 39.179931], 'properties': {}}",,city
f3f3e88ab848b86b,"Hyattsville, MD",f3f3e88ab848b86b,[],,,"{'type': 'Feature', 'bbox': [-76.974612, 38.942717, -76.936986, 38.978966], 'properties': {}}",,city
51f91ee83c9a8b40,"Attleboro, MA",51f91ee83c9a8b40,[],,,"{'type': 'Feature', 'bbox': [-71.381702, 41.8932, -71.206616, 41.985356], 'properties': {}}",,city
00c0727b28be45c5,"North Washington, CO",00c0727b28be45c5,[],,,"{'type': 'Feature', 'bbox': [-105.006408, 39.790963, -104.9487625, 39.828323], 'properties': {}}",,city
c02e66a5016d732f,"Arvada, CO",c02e66a5016d732f,[],,,"{'type': 'Feature', 'bbox': [-105.214417, 39.783802, -105.0419599, 39.856611], 'properties': {}}",,city
44ee4fb6071b7eaa,"Slidell, LA",44ee4fb6071b7eaa,[],,,"{'type': 'Feature', 'bbox': [-89.853527, 30.235705, -89.677511, 30.36002], 'properties': {}}",,city
f546db03397f6e09,"Glenvar Heights, FL",f546db03397f6e09,[],,,"{'type': 'Feature', 'bbox': [-80.334426, 25.690519, -80.292923, 25.733912], 'properties': {}}",,city
07bc775e4f4fd66a,"Berkeley, Denver",07bc775e4f4fd66a,[],,,"{'type': 'Feature', 'bbox': [-105.053331, 39.7692964, -105.025256, 39.785131], 'properties': {}}",,neighborhood
ad4876a662119b74,"Pleasanton, CA",ad4876a662119b74,[],,,"{'type': 'Feature', 'bbox': [-121.956864, 37.621859, -121.7986057, 37.704036], 'properties': {}}",,city
0121b92345f0e2b4,"Miami Beach, FL",0121b92345f0e2b4,[],,,"{'type': 'Feature', 'bbox': [-80.147162, 25.7613083, -80.1187628, 25.872623], 'properties': {}}",,city
0c2e6999105f8070,"Anaheim, CA",0c2e6999105f8070,[],,,"{'type': 'Feature', 'bbox': [-118.017789, 33.788913, -117.684389, 33.896813], 'properties': {}}",,city
bc3a38d3d5999b4b,"Washington, USA",bc3a38d3d5999b4b,[],,,"{'type': 'Feature', 'bbox': [-124.848975, 45.543542, -116.915989, 49.0025023], 'properties': {}}",,admin
cdededdea14a77e1,"Point Pleasant Beach, NJ",cdededdea14a77e1,[],,,"{'type': 'Feature', 'bbox': [-74.057033, 40.075448, -74.031497, 40.103663], 'properties': {}}",,city
2d35518289e8d1e5,"Wheat Ridge, CO",2d35518289e8d1e5,[],,,"{'type': 'Feature', 'bbox': [-105.174724, 39.754644, -105.053213, 39.79574], 'properties': {}}",,city
c9bcc362968ea245,"Tahlequah, OK",c9bcc362968ea245,[],,,"{'type': 'Feature', 'bbox': [-95.0121283, 35.8562481, -94.932594, 35.976425], 'properties': {}}",,city
ecbe2aea853af44e,"Tallahassee, FL",ecbe2aea853af44e,[],,,"{'type': 'Feature', 'bbox': [-84.386548, 30.365093, -84.1458, 30.587338], 'properties': {}}",,city
01a19311427f5f07,"Weehawken, NJ",01a19311427f5f07,[],,,"{'type': 'Feature', 'bbox': [-74.03255, 40.757164, -74.008438, 40.780694], 'properties': {}}",,city
b46619b2722d9703,"Union City, NJ",b46619b2722d9703,[],,,"{'type': 'Feature', 'bbox': [-74.045819, 40.750571, -74.0148147, 40.782669], 'properties': {}}",,city
7ffbe5f2df7fa020,"Freehold, NJ",7ffbe5f2df7fa020,[],,,"{'type': 'Feature', 'bbox': [-74.319578, 40.2375102, -74.238132, 40.29553], 'properties': {}}",,city
47aff34722fae115,"Arlington, MA",47aff34722fae115,[],,,"{'type': 'Feature', 'bbox': [-71.2020954, 42.397429, -71.132174, 42.436652], 'properties': {}}",,city
2203fea4fe2288d3,"Kingston, RI",2203fea4fe2288d3,[],,,"{'type': 'Feature', 'bbox': [-71.578456, 41.454107, -71.493648, 41.510988], 'properties': {}}",,city
607358f5dbace76a,"Yuma, AZ",607358f5dbace76a,[],,,"{'type': 'Feature', 'bbox': [-114.710936, 32.601699, -114.458569, 32.734737], 'properties': {}}",,city
34031d61ef79585f,"Davie, FL",34031d61ef79585f,[],,,"{'type': 'Feature', 'bbox': [-80.369507, 26.0295373, -80.2008709, 26.1268035], 'properties': {}}",,city
07d9ec8528888002,Honda Center,07d9ec8528888002,[],,,"{'type': 'Feature', 'bbox': [-117.87665128024769, 33.80789152031141, -117.87665128024769, 33.80789152031141], 'properties': {}}",,poi
17c553c1a9dd0466,"Hanford, CA",17c553c1a9dd0466,[],,,"{'type': 'Feature', 'bbox': [-119.691252, 36.290733, -119.583059, 36.371953], 'properties': {}}",,city
239aa72871ae24ab,"Petaluma, CA",239aa72871ae24ab,[],,,"{'type': 'Feature', 'bbox': [-122.6823831, 38.205307, -122.584356, 38.283601], 'properties': {}}",,city
07d9ca5dce083000,Dolli Llama,07d9ca5dce083000,[],,,"{'type': 'Feature', 'bbox': [-69.95944213867188, 41.682682037353516, -69.95944213867188, 41.682682037353516], 'properties': {}}",,poi
99f438c0658debf2,"Warminster Heights, PA",99f438c0658debf2,[],,,"{'type': 'Feature', 'bbox': [-75.094559, 40.179698, -75.073532, 40.196713], 'properties': {}}",,city
736e38a7d8ebe159,"Pensacola, FL",736e38a7d8ebe159,[],,,"{'type': 'Feature', 'bbox': [-87.259577, 30.399257, -87.149742, 30.510326], 'properties': {}}",,city
013379ee5729a5e6,"Tucson, AZ",013379ee5729a5e6,[],,,"{'type': 'Feature', 'bbox': [-111.083219, 32.057802, -110.747928, 32.320979], 'properties': {}}",,city
c7ef5f3368b68777,"Baton Rouge, LA",c7ef5f3368b68777,[],,,"{'type': 'Feature', 'bbox': [-91.218994, 30.354161, -90.962605, 30.5640391], 'properties': {}}",,city
80eb17ffe368fc9a,"Huntington Beach, CA",80eb17ffe368fc9a,[],,,"{'type': 'Feature', 'bbox': [-118.082615, 33.6289907, -117.91485, 33.756093], 'properties': {}}",,city
2597f2b91a5fcdb1,"SoHo, Manhattan",2597f2b91a5fcdb1,[],,,"{'type': 'Feature', 'bbox': [-74.0115728, 40.718004, -73.995378, 40.729087], 'properties': {}}",,neighborhood
71d65c0e6d94efab,"New Mexico, USA",71d65c0e6d94efab,[],,,"{'type': 'Feature', 'bbox': [-109.050173, 31.332176, -103.002065, 37.000294], 'properties': {}}",,admin
000b619e3fa2390b,"Ashburn, VA",000b619e3fa2390b,[],,,"{'type': 'Feature', 'bbox': [-77.522803, 38.9882697, -77.431408, 39.0740487], 'properties': {}}",,city
00a4b217142e93d0,"Andover, MA",00a4b217142e93d0,[],,,"{'type': 'Feature', 'bbox': [-71.255046, 42.5982372, -71.075953, 42.700233], 'properties': {}}",,city
f2390622c570faf1,"Carson City, NV",f2390622c570faf1,[],,,"{'type': 'Feature', 'bbox': [-119.814173, 39.08497, -119.670954, 39.216676], 'properties': {}}",,city
b46f044cb28493c6,"Saratoga, CA",b46f044cb28493c6,[],,,"{'type': 'Feature', 'bbox': [-122.0681814, 37.237066, -121.9895007, 37.2963857], 'properties': {}}",,city
3f871475c095f94f,"Westminster, CO",3f871475c095f94f,[],,,"{'type': 'Feature', 'bbox': [-105.148925, 39.819133, -104.987771, 39.97944], 'properties': {}}",,city
4c2935046cf5d0bb,"Americus, GA",4c2935046cf5d0bb,[],,,"{'type': 'Feature', 'bbox': [-84.293365, 32.034467, -84.1776693, 32.118969], 'properties': {}}",,city
59e53e0dccbaf7b6,"Westwood, KS",59e53e0dccbaf7b6,[],,,"{'type': 'Feature', 'bbox': [-94.621238, 39.033278, -94.607371, 39.044099], 'properties': {}}",,city
00d73c6d35bf8b5a,"Pittsfield, MI",00d73c6d35bf8b5a,[],,,"{'type': 'Feature', 'bbox': [-83.7850832, 42.142414, -83.641471, 42.2594116], 'properties': {}}",,city
258c7428a48a8cfa,"Jeffersontown, KY",258c7428a48a8cfa,[],,,"{'type': 'Feature', 'bbox': [-85.60709, 38.143069, -85.508139, 38.246418], 'properties': {}}",,city
ef7d5a3592adbcc7,"Brunswick, ME",ef7d5a3592adbcc7,[],,,"{'type': 'Feature', 'bbox': [-70.0200027, 43.868253, -69.856736, 43.949801], 'properties': {}}",,city
f6abc2be7eacfe4e,"Loma Linda, CA",f6abc2be7eacfe4e,[],,,"{'type': 'Feature', 'bbox': [-117.2779324, 34.032777, -117.2188429, 34.0667247], 'properties': {}}",,city
947299911720444c,"Laguna, CA",947299911720444c,[],,,"{'type': 'Feature', 'bbox': [-121.4882357, 38.379179, -121.390531, 38.441677], 'properties': {}}",,city
4dad272dba156a02,"Annandale, VA",4dad272dba156a02,[],,,"{'type': 'Feature', 'bbox': [-77.262146, 38.811091, -77.157684, 38.865962], 'properties': {}}",,city
4265ece9285a2872,"Palm Springs, CA",4265ece9285a2872,[],,,"{'type': 'Feature', 'bbox': [-116.5677878, 33.7794258, -116.466791, 33.8707332], 'properties': {}}",,city
dbd1411661903bb0,"Framingham, MA",dbd1411661903bb0,[],,,"{'type': 'Feature', 'bbox': [-71.4971703, 42.257263, -71.374193, 42.352931], 'properties': {}}",,city
d88ba04b7e693c48,"Kingman, AZ",d88ba04b7e693c48,[],,,"{'type': 'Feature', 'bbox': [-114.07623, 35.1741305, -113.959184, 35.273374], 'properties': {}}",,city
04291149b14feb9d,"Lancaster, CA",04291149b14feb9d,[],,,"{'type': 'Feature', 'bbox': [-118.280798, 34.6309445, -118.045755, 34.740709], 'properties': {}}",,city
7f7d58e5229c6b6c,"Tennessee, USA",7f7d58e5229c6b6c,[],,,"{'type': 'Feature', 'bbox': [-90.310298, 34.982924, -81.646901, 36.678119], 'properties': {}}",,admin
dfe9991fc7f69a4f,"Laurel Hollow, NY",dfe9991fc7f69a4f,[],,,"{'type': 'Feature', 'bbox': [-73.494416, 40.83702, -73.455336, 40.879543], 'properties': {}}",,city
19d41c6eff11e9d6,"Cerritos, CA",19d41c6eff11e9d6,[],,,"{'type': 'Feature', 'bbox': [-118.108568, 33.84596, -118.02881, 33.887971], 'properties': {}}",,city
0a40560cd52f96a7,"Grass Valley, CA",0a40560cd52f96a7,[],,,"{'type': 'Feature', 'bbox': [-121.114756, 39.182283, -121.00162, 39.248861], 'properties': {}}",,city
c1ef8962bc0b514d,"New Bern, NC",c1ef8962bc0b514d,[],,,"{'type': 'Feature', 'bbox': [-77.137333, 35.076669, -77.034161, 35.163741], 'properties': {}}",,city
002e24c6736f069d,"Bronx, NY",002e24c6736f069d,[],,,"{'type': 'Feature', 'bbox': [-73.933612, 40.785365, -73.765271, 40.91533], 'properties': {}}",,city
fb76b3aa366004c9,"Altadena, CA",fb76b3aa366004c9,[],,,"{'type': 'Feature', 'bbox': [-118.1772963, 34.167539, -118.095091, 34.220078], 'properties': {}}",,city
fedbd9fc207aae2a,"San Bernardino, CA",fedbd9fc207aae2a,[],,,"{'type': 'Feature', 'bbox': [-117.401199, 34.0503113, -117.1869926, 34.219539], 'properties': {}}",,city
5635c19c2b5078d1,"Virginia, USA",5635c19c2b5078d1,[],,,"{'type': 'Feature', 'bbox': [-83.67529, 36.540739, -75.16644, 39.466012], 'properties': {}}",,admin
7c4ae4537997a58f,"Elgin, IL",7c4ae4537997a58f,[],,,"{'type': 'Feature', 'bbox': [-88.4312933, 41.986293, -88.189602, 42.093586], 'properties': {}}",,city
dd3b100831dd1763,"New Orleans, LA",dd3b100831dd1763,[],,,"{'type': 'Feature', 'bbox': [-90.137908, 29.889574, -89.884108, 30.075628], 'properties': {}}",,city
080b8d8543aab399,"Bloomington, MN",080b8d8543aab399,[],,,"{'type': 'Feature', 'bbox': [-93.399443, 44.78542, -93.203245, 44.863519], 'properties': {}}",,city
07d9ec7af8486000,Baylor College Of Medicine,07d9ec7af8486000,[],,,"{'type': 'Feature', 'bbox': [-95.39623975753784, 29.71055926846009, -95.39623975753784, 29.71055926846009], 'properties': {}}",,poi
e8ad2641c1cb666c,"Arkansas, USA",e8ad2641c1cb666c,[],,,"{'type': 'Feature', 'bbox': [-94.61771, 33.004106, -89.644838, 36.499767], 'properties': {}}",,admin
0a6476ab5b567000,Online Caribbean Music Station | Caribbean Power Jam Radio,0a6476ab5b567000,[],,,"{'type': 'Feature', 'bbox': [-73.92777199999999, 40.660185, -73.92777199999999, 40.660185], 'properties': {}}",,poi
07d9e7b1f6084000,WIU Curriculum Library,07d9e7b1f6084000,[],,,"{'type': 'Feature', 'bbox': [-90.689253, 40.469568, -90.689253, 40.469568], 'properties': {}}",,poi
d06e595eb3733f42,"South Dakota, USA",d06e595eb3733f42,[],,,"{'type': 'Feature', 'bbox': [-104.05774, 42.479636, -96.43659, 45.945379], 'properties': {}}",,admin
0c2e19c2631eb155,"Coronado, CA",0c2e19c2631eb155,[],,,"{'type': 'Feature', 'bbox': [-117.227156, 32.585524, -117.117931, 32.71468], 'properties': {}}",,city
8cd2e7740a60fd93,"Smithtown, NY",8cd2e7740a60fd93,[],,,"{'type': 'Feature', 'bbox': [-73.270527, 40.825276, -73.168645, 40.895739], 'properties': {}}",,city
934d465ac8227bb4,"Westhampton Beach, NY",934d465ac8227bb4,[],,,"{'type': 'Feature', 'bbox': [-72.66205, 40.79498, -72.625608, 40.832789], 'properties': {}}",,city
b2e4e65d7b80d2c1,"Fort Collins, CO",b2e4e65d7b80d2c1,[],,,"{'type': 'Feature', 'bbox': [-105.148074, 40.47168, -104.979811, 40.656701], 'properties': {}}",,city
07d9c93a8d080000,IBM TJ Watson Research Center,07d9c93a8d080000,[],,,"{'type': 'Feature', 'bbox': [-73.80370146012591, 41.21057515221879, -73.80370146012591, 41.21057515221879], 'properties': {}}",,poi
2dbbd1540f814343,"Tacoma, WA",2dbbd1540f814343,[],,,"{'type': 'Feature', 'bbox': [-122.5622146, 47.166863, -122.3484729, 47.319058], 'properties': {}}",,city
629b15360c8e51ae,"Suisun City, CA",629b15360c8e51ae,[],,,"{'type': 'Feature', 'bbox': [-122.048884, 38.22999, -121.969428, 38.265203], 'properties': {}}",,city
e444ecd51bd16ff3,"Cincinnati, OH",e444ecd51bd16ff3,[],,,"{'type': 'Feature', 'bbox': [-84.710722, 39.052962, -84.3689026, 39.2211137], 'properties': {}}",,city
e4fa69eade6df2ab,"Collegeville, PA",e4fa69eade6df2ab,[],,,"{'type': 'Feature', 'bbox': [-75.475568, 40.17271, -75.447606, 40.20228], 'properties': {}}",,city
41de88d76c42e840,"Beacon Square, FL",41de88d76c42e840,[],,,"{'type': 'Feature', 'bbox': [-82.783978, 28.20094, -82.7327634, 28.231561], 'properties': {}}",,city
e4a530922c11f226,"Richmond Heights, MO",e4a530922c11f226,[],,,"{'type': 'Feature', 'bbox': [-90.3623212, 38.618724, -90.306259, 38.641146], 'properties': {}}",,city
5c8fea63bc3faa5b,"Fargo, ND",5c8fea63bc3faa5b,[],,,"{'type': 'Feature', 'bbox': [-96.903853, 46.787881, -96.756332, 46.941884], 'properties': {}}",,city
0120bba174ad6c8e,"Cherry Creek, CO",0120bba174ad6c8e,[],,,"{'type': 'Feature', 'bbox': [-104.883121, 39.5969877, -104.847705, 39.6242572], 'properties': {}}",,city
b463d3bd6064861b,"Detroit, MI",b463d3bd6064861b,[],,,"{'type': 'Feature', 'bbox': [-83.288056, 42.255085, -82.91052, 42.450488], 'properties': {}}",,city
91d57ea9ae3b0bbd,"Lorain, OH",91d57ea9ae3b0bbd,[],,,"{'type': 'Feature', 'bbox': [-82.292185, 41.401871, -82.096884, 41.4852105], 'properties': {}}",,city
ec212eb1116b92e2,"Reston, VA",ec212eb1116b92e2,[],,,"{'type': 'Feature', 'bbox': [-77.393246, 38.90861, -77.304868, 39.002993], 'properties': {}}",,city
fff1c66a88b63f36,"Brookside, DE",fff1c66a88b63f36,[],,,"{'type': 'Feature', 'bbox': [-75.7370232, 39.6486936, -75.6958005, 39.6858166], 'properties': {}}",,city
90c32e0ec569d261,"Webster Groves, MO",90c32e0ec569d261,[],,,"{'type': 'Feature', 'bbox': [-90.377357, 38.562368, -90.326039, 38.610641], 'properties': {}}",,city
029dd1f28dbd3d26,"Richmond, CA",029dd1f28dbd3d26,[],,,"{'type': 'Feature', 'bbox': [-122.420497, 37.895308, -122.3043308, 38.002378], 'properties': {}}",,city
7b5667de9caf1b92,"Vallejo, CA",7b5667de9caf1b92,[],,,"{'type': 'Feature', 'bbox': [-122.293347, 38.060373, -122.1670984, 38.169181], 'properties': {}}",,city
eb1bb64775708bc1,"Glendora, CA",eb1bb64775708bc1,[],,,"{'type': 'Feature', 'bbox': [-117.890263, 34.1054901, -117.809111, 34.165551], 'properties': {}}",,city
db9ad480efc1ef51,"Winchester, MA",db9ad480efc1ef51,[],,,"{'type': 'Feature', 'bbox': [-71.189239, 42.435517, -71.110782, 42.47389], 'properties': {}}",,city
37bcd9d2fe172622,"Mount Pleasant, SC",37bcd9d2fe172622,[],,,"{'type': 'Feature', 'bbox': [-79.922434, 32.766578, -79.75221, 32.929315], 'properties': {}}",,city
0052cdde03f2eadb,"Lake Butler, FL",0052cdde03f2eadb,[],,,"{'type': 'Feature', 'bbox': [-81.611279, 28.424587, -81.483386, 28.536837], 'properties': {}}",,city
1010ecfa7d3a40f8,"Indiana, USA",1010ecfa7d3a40f8,[],,,"{'type': 'Feature', 'bbox': [-88.097892, 37.771743, -84.78458, 41.761368], 'properties': {}}",,admin
f42a863798156617,"Seattle, WA",f42a863798156617,[],,,"{'type': 'Feature', 'bbox': [-122.459696, 47.491912, -122.224433, 47.734145], 'properties': {}}",,city
07d9ca15e1c84000,Roger Williams Park - Temple of Music,07d9ca15e1c84000,[],,,"{'type': 'Feature', 'bbox': [-71.41399486229456, 41.780604967818356, -71.41399486229456, 41.780604967818356], 'properties': {}}",,poi
5acc3a887617d093,"Sarasota, FL",5acc3a887617d093,[],,,"{'type': 'Feature', 'bbox': [-82.588866, 27.293114, -82.477281, 27.389129], 'properties': {}}",,city
07d9ec68fc884005,Ronald Reagan Building & International Trade Center,07d9ec68fc884005,[],,,"{'type': 'Feature', 'bbox': [-77.03087916110701, 38.89395004818115, -77.03087916110701, 38.89395004818115], 'properties': {}}",,poi
c8b021ffd0c94ffc,"Oak Park, IL",c8b021ffd0c94ffc,[],,,"{'type': 'Feature', 'bbox': [-87.805698, 41.8650062, -87.774103, 41.909253], 'properties': {}}",,city
43d2418301bf1a49,"Mississippi, USA",43d2418301bf1a49,[],,,"{'type': 'Feature', 'bbox': [-91.655009, 30.146096, -88.097889, 34.995968], 'properties': {}}",,admin
647be94a01a83f96,"Ramsey, NJ",647be94a01a83f96,[],,,"{'type': 'Feature', 'bbox': [-74.176219, 41.040415, -74.114594, 41.078123], 'properties': {}}",,city
488da0de4c92ac8e,"Plano, TX",488da0de4c92ac8e,[],,,"{'type': 'Feature', 'bbox': [-96.85743, 32.9971507, -96.612371, 33.1253341], 'properties': {}}",,city
3448f4f82d2187bc,"Cookeville, TN",3448f4f82d2187bc,[],,,"{'type': 'Feature', 'bbox': [-85.601741, 36.046986, -85.418673, 36.232069], 'properties': {}}",,city
00427d4a5c4a1fc3,"Missoula, MT",00427d4a5c4a1fc3,[],,,"{'type': 'Feature', 'bbox': [-114.1203252, 46.780202, -113.941975, 46.977998], 'properties': {}}",,city
cdf74b55fc0d4600,"Arlington Heights, IL",cdf74b55fc0d4600,[],,,"{'type': 'Feature', 'bbox': [-88.026334, 42.028374, -87.9446184, 42.162938], 'properties': {}}",,city
d950fc7dc2cd14f9,"Orangevale, CA",d950fc7dc2cd14f9,[],,,"{'type': 'Feature', 'bbox': [-121.262498, 38.637436, -121.1875214, 38.718208], 'properties': {}}",,city
ec3b8b62828d8f6a,"Frederick, MD",ec3b8b62828d8f6a,[],,,"{'type': 'Feature', 'bbox': [-77.476711, 39.369128, -77.359293, 39.494945], 'properties': {}}",,city
07d9d5da05880003,The Hamilton,07d9d5da05880003,[],,,"{'type': 'Feature', 'bbox': [-77.0322032236736, 38.89744105020522, -77.0322032236736, 38.89744105020522], 'properties': {}}",,poi
34cbdf1e53ef826e,"Schererville, IN",34cbdf1e53ef826e,[],,,"{'type': 'Feature', 'bbox': [-87.493563, 41.449395, -87.392266, 41.523148], 'properties': {}}",,city
0019b30073d7f767,"Reisterstown, MD",0019b30073d7f767,[],,,"{'type': 'Feature', 'bbox': [-76.868425, 39.429282, -76.778265, 39.559561], 'properties': {}}",,city
9cee92fec370baf9,"Burlingame, CA",9cee92fec370baf9,[],,,"{'type': 'Feature', 'bbox': [-122.4039361, 37.5681114, -122.3308186, 37.604114], 'properties': {}}",,city
4863e104770af94b,"Blue Point, NY",4863e104770af94b,[],,,"{'type': 'Feature', 'bbox': [-73.042738, 40.729536, -73.021849, 40.776382], 'properties': {}}",,city
fef01a8cb0eacb64,"Akron, OH",fef01a8cb0eacb64,[],,,"{'type': 'Feature', 'bbox': [-81.628444, 40.995137, -81.405059, 41.166618], 'properties': {}}",,city
547fe91108bd744c,"San Juan, Puerto Rico",547fe91108bd744c,[],,,"{'type': 'Feature', 'bbox': [-66.125093, 18.29645, -65.991643, 18.471881], 'properties': {}}",,city
00a3ab692fda04dc,"Ladera, CA",00a3ab692fda04dc,[],,,"{'type': 'Feature', 'bbox': [-122.2071436, 37.3932612, -122.191388, 37.40573], 'properties': {}}",,city
63e2540eaa633704,"Crofton, MD",63e2540eaa633704,[],,,"{'type': 'Feature', 'bbox': [-76.707926, 38.980007, -76.63862, 39.0298661], 'properties': {}}",,city
afdda35f375f55ae,"Kaneohe, HI",afdda35f375f55ae,[],,,"{'type': 'Feature', 'bbox': [-157.8309972, 21.3850908, -157.760186, 21.428755], 'properties': {}}",,city
594ec79d61a7f536,"Leesburg, VA",594ec79d61a7f536,[],,,"{'type': 'Feature', 'bbox': [-77.6024144, 39.0676054, -77.503682, 39.136067], 'properties': {}}",,city
60e2c37980197297,"St Paul, MN",60e2c37980197297,[],,,"{'type': 'Feature', 'bbox': [-93.207783, 44.8907521, -93.003514, 44.992279], 'properties': {}}",,city
4e6b81828d453a7a,"Marion, IL",4e6b81828d453a7a,[],,,"{'type': 'Feature', 'bbox': [-89.0216743, 37.69271, -88.877579, 37.7740396], 'properties': {}}",,city
0ce4c27ce26030aa,"Newport Beach, CA",0ce4c27ce26030aa,[],,,"{'type': 'Feature', 'bbox': [-117.9582193, 33.563618, -117.789845, 33.671658], 'properties': {}}",,city
01d4e349481265e8,"Carlsbad, CA",01d4e349481265e8,[],,,"{'type': 'Feature', 'bbox': [-117.359298, 33.0606148, -117.216549, 33.1823533], 'properties': {}}",,city
00119d346ce48d65,"Whitsett, NC",00119d346ce48d65,[],,,"{'type': 'Feature', 'bbox': [-79.610779, 36.060582, -79.564204, 36.104459], 'properties': {}}",,city
07d9e3a8d0086001,Bancorp South Arena,07d9e3a8d0086001,[],,,"{'type': 'Feature', 'bbox': [-88.69979381561285, 34.25949538185177, -88.69979381561285, 34.25949538185177], 'properties': {}}",,poi
fee8047a46fbdfc8,"Vinings, GA",fee8047a46fbdfc8,[],,,"{'type': 'Feature', 'bbox': [-84.487242, 33.841705, -84.4542161, 33.8811], 'properties': {}}",,city
a1a25de9f5efa69b,"Eden Prairie, MN",a1a25de9f5efa69b,[],,,"{'type': 'Feature', 'bbox': [-93.520913, 44.799239, -93.397946, 44.893162], 'properties': {}}",,city
c3f1deee8671c492,"Plano, IL",c3f1deee8671c492,[],,,"{'type': 'Feature', 'bbox': [-88.565734, 41.645151, -88.487888, 41.684729], 'properties': {}}",,city
00717a9040f7caee,"University Center, VA",00717a9040f7caee,[],,,"{'type': 'Feature', 'bbox': [-77.455491, 39.046188, -77.431025, 39.071365], 'properties': {}}",,city
01b828da4311466f,"Croton-on-Hudson, NY",01b828da4311466f,[],,,"{'type': 'Feature', 'bbox': [-73.946553, 41.168161, -73.847928, 41.334491], 'properties': {}}",,city
ecb63eb9d9d83b31,"Shoreline, WA",ecb63eb9d9d83b31,[],,,"{'type': 'Feature', 'bbox': [-122.395019, 47.7337608, -122.2913388, 47.777982], 'properties': {}}",,city
f136163002bd51f6,"Mansfield, OH",f136163002bd51f6,[],,,"{'type': 'Feature', 'bbox': [-82.572489, 40.681009, -82.378653, 40.815657], 'properties': {}}",,city
ae76bffcaf2bf545,"Ithaca, NY",ae76bffcaf2bf545,[],,,"{'type': 'Feature', 'bbox': [-76.547738, 42.41815, -76.469987, 42.480827], 'properties': {}}",,city
ddb95977c7faf4f0,"Groesbeck, TX",ddb95977c7faf4f0,[],,,"{'type': 'Feature', 'bbox': [-96.551956, 31.505878, -96.509126, 31.53815], 'properties': {}}",,city
7dea5f8c907d1ea2,"Beverly, MA",7dea5f8c907d1ea2,[],,,"{'type': 'Feature', 'bbox': [-70.923007, 42.53915, -70.793176, 42.593439], 'properties': {}}",,city
